profile_id,month,hour,input_id,input_type,carrier_id,value,unit,price_id,remark
M05,5,14,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,14,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,14,solar_resource,renewable_resource,solar_resource,493.048,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,14,waste_heat,recoverable_energy,heat,455.897,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,14,temperature,environment,temperature,28.125,C,,generated from raw weather_data monthly-hourly average
M05,5,15,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,15,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,15,solar_resource,renewable_resource,solar_resource,457.71,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,15,waste_heat,recoverable_energy,heat,440.513,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,15,temperature,environment,temperature,27.902,C,,generated from raw weather_data monthly-hourly average
M05,5,16,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,16,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,16,solar_resource,renewable_resource,solar_resource,440.129,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,16,waste_heat,recoverable_energy,heat,425.128,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,16,temperature,environment,temperature,28.169,C,,generated from raw weather_data monthly-hourly average
M05,5,17,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,17,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,17,solar_resource,renewable_resource,solar_resource,347.339,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,17,waste_heat,recoverable_energy,heat,409.744,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,17,temperature,environment,temperature,27.418,C,,generated from raw weather_data monthly-hourly average
M05,5,18,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,18,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,18,solar_resource,renewable_resource,solar_resource,205.952,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,18,waste_heat,recoverable_energy,heat,394.359,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,18,temperature,environment,temperature,26.261,C,,generated from raw weather_data monthly-hourly average
M05,5,19,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,19,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,19,solar_resource,renewable_resource,solar_resource,127.871,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,19,waste_heat,recoverable_energy,heat,378.974,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,19,temperature,environment,temperature,25.1,C,,generated from raw weather_data monthly-hourly average
M05,5,20,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,20,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,20,solar_resource,renewable_resource,solar_resource,90.065,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,20,waste_heat,recoverable_energy,heat,363.59,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,20,temperature,environment,temperature,23.773,C,,generated from raw weather_data monthly-hourly average
M05,5,21,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,21,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,21,solar_resource,renewable_resource,solar_resource,82.581,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,21,waste_heat,recoverable_energy,heat,348.205,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,21,temperature,environment,temperature,22.903,C,,generated from raw weather_data monthly-hourly average
M05,5,22,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,22,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,22,solar_resource,renewable_resource,solar_resource,77.403,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,22,waste_heat,recoverable_energy,heat,332.821,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,22,temperature,environment,temperature,22.167,C,,generated from raw weather_data monthly-hourly average
M05,5,23,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,23,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,23,solar_resource,renewable_resource,solar_resource,73.081,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,23,waste_heat,recoverable_energy,heat,317.436,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,23,temperature,environment,temperature,21.54,C,,generated from raw weather_data monthly-hourly average
M05,5,24,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,24,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,24,solar_resource,renewable_resource,solar_resource,69.242,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,24,waste_heat,recoverable_energy,heat,302.051,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,24,temperature,environment,temperature,20.95,C,,generated from raw weather_data monthly-hourly average
M06,6,1,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,1,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,1,solar_resource,renewable_resource,solar_resource,87.8,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,1,waste_heat,recoverable_energy,heat,293.333,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,1,temperature,environment,temperature,23.846,C,,generated from raw weather_data monthly-hourly average
M06,6,2,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,2,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,2,solar_resource,renewable_resource,solar_resource,86.2,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,2,waste_heat,recoverable_energy,heat,311.515,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,2,temperature,environment,temperature,23.637,C,,generated from raw weather_data monthly-hourly average
M06,6,3,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,3,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,3,solar_resource,renewable_resource,solar_resource,84.467,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,3,waste_heat,recoverable_energy,heat,329.697,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,3,temperature,environment,temperature,23.39,C,,generated from raw weather_data monthly-hourly average
M06,6,4,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,4,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,4,solar_resource,renewable_resource,solar_resource,83.133,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,4,waste_heat,recoverable_energy,heat,347.879,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,4,temperature,environment,temperature,23.183,C,,generated from raw weather_data monthly-hourly average
M06,6,5,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,5,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,5,solar_resource,renewable_resource,solar_resource,82.3,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,5,waste_heat,recoverable_energy,heat,366.061,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,5,temperature,environment,temperature,23.072,C,,generated from raw weather_data monthly-hourly average
M06,6,6,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,6,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,6,solar_resource,renewable_resource,solar_resource,91.433,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,6,waste_heat,recoverable_energy,heat,384.242,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,6,temperature,environment,temperature,23.069,C,,generated from raw weather_data monthly-hourly average
M06,6,7,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,7,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,7,solar_resource,renewable_resource,solar_resource,139.15,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,7,waste_heat,recoverable_energy,heat,402.424,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,7,temperature,environment,temperature,23.862,C,,generated from raw weather_data monthly-hourly average
M06,6,8,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,8,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,8,solar_resource,renewable_resource,solar_resource,233.567,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,8,waste_heat,recoverable_energy,heat,420.606,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,8,temperature,environment,temperature,24.976,C,,generated from raw weather_data monthly-hourly average
M06,6,9,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,9,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,9,solar_resource,renewable_resource,solar_resource,313.067,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,9,waste_heat,recoverable_energy,heat,438.788,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,9,temperature,environment,temperature,26.294,C,,generated from raw weather_data monthly-hourly average
M06,6,10,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,10,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,10,solar_resource,renewable_resource,solar_resource,383.567,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,10,waste_heat,recoverable_energy,heat,456.97,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,10,temperature,environment,temperature,27.38,C,,generated from raw weather_data monthly-hourly average
M06,6,11,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,11,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,11,solar_resource,renewable_resource,solar_resource,431.133,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,11,waste_heat,recoverable_energy,heat,475.152,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,11,temperature,environment,temperature,28.533,C,,generated from raw weather_data monthly-hourly average
M06,6,12,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,12,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,12,solar_resource,renewable_resource,solar_resource,427.617,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,12,waste_heat,recoverable_energy,heat,493.333,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,12,temperature,environment,temperature,29.175,C,,generated from raw weather_data monthly-hourly average
M06,6,13,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,13,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,13,solar_resource,renewable_resource,solar_resource,411.5,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,13,waste_heat,recoverable_energy,heat,477.949,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,13,temperature,environment,temperature,29.373,C,,generated from raw weather_data monthly-hourly average
M06,6,14,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,14,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,14,solar_resource,renewable_resource,solar_resource,389.617,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,14,waste_heat,recoverable_energy,heat,462.564,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,14,temperature,environment,temperature,29.536,C,,generated from raw weather_data monthly-hourly average
M06,6,15,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,15,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,15,solar_resource,renewable_resource,solar_resource,409.217,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,15,waste_heat,recoverable_energy,heat,447.179,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,15,temperature,environment,temperature,29.997,C,,generated from raw weather_data monthly-hourly average
M06,6,16,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,16,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,16,solar_resource,renewable_resource,solar_resource,345.217,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,16,waste_heat,recoverable_energy,heat,431.795,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,16,temperature,environment,temperature,29.73,C,,generated from raw weather_data monthly-hourly average
M06,6,17,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,17,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,17,solar_resource,renewable_resource,solar_resource,286.767,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,17,waste_heat,recoverable_energy,heat,416.41,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,17,temperature,environment,temperature,29.153,C,,generated from raw weather_data monthly-hourly average
M06,6,18,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,18,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,18,solar_resource,renewable_resource,solar_resource,201.767,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,18,waste_heat,recoverable_energy,heat,401.026,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,18,temperature,environment,temperature,27.964,C,,generated from raw weather_data monthly-hourly average
M06,6,19,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,19,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,19,solar_resource,renewable_resource,solar_resource,141.767,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,19,waste_heat,recoverable_energy,heat,385.641,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,19,temperature,environment,temperature,27.068,C,,generated from raw weather_data monthly-hourly average
M06,6,20,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,20,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,20,solar_resource,renewable_resource,solar_resource,106.983,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,20,waste_heat,recoverable_energy,heat,370.256,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,20,temperature,environment,temperature,26.247,C,,generated from raw weather_data monthly-hourly average
M06,6,21,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,21,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,21,solar_resource,renewable_resource,solar_resource,100.667,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,21,waste_heat,recoverable_energy,heat,354.872,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,21,temperature,environment,temperature,25.64,C,,generated from raw weather_data monthly-hourly average
M06,6,22,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,22,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,22,solar_resource,renewable_resource,solar_resource,97.267,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,22,waste_heat,recoverable_energy,heat,339.487,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,22,temperature,environment,temperature,25.167,C,,generated from raw weather_data monthly-hourly average
M06,6,23,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,23,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,23,solar_resource,renewable_resource,solar_resource,94.85,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,23,waste_heat,recoverable_energy,heat,324.103,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,23,temperature,environment,temperature,24.833,C,,generated from raw weather_data monthly-hourly average
M06,6,24,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M06,6,24,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M06,6,24,solar_resource,renewable_resource,solar_resource,92.15,W/m2,,generated from raw weather_data monthly-hourly average
M06,6,24,waste_heat,recoverable_energy,heat,308.718,kW,,synthesized by seasonal/hourly interpolation from template anchors
M06,6,24,temperature,environment,temperature,24.488,C,,generated from raw weather_data monthly-hourly average
M07,7,1,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,1,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,1,solar_resource,renewable_resource,solar_resource,104.758,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,1,waste_heat,recoverable_energy,heat,300,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,1,temperature,environment,temperature,27.849,C,,generated from raw weather_data monthly-hourly average
M07,7,2,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,2,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,2,solar_resource,renewable_resource,solar_resource,102.613,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,2,waste_heat,recoverable_energy,heat,318.182,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,2,temperature,environment,temperature,27.548,C,,generated from raw weather_data monthly-hourly average
M07,7,3,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,3,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,3,solar_resource,renewable_resource,solar_resource,100.581,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,3,waste_heat,recoverable_energy,heat,336.364,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,3,temperature,environment,temperature,27.222,C,,generated from raw weather_data monthly-hourly average
M07,7,4,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,4,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,4,solar_resource,renewable_resource,solar_resource,97.919,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,4,waste_heat,recoverable_energy,heat,354.545,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,4,temperature,environment,temperature,26.904,C,,generated from raw weather_data monthly-hourly average
M07,7,5,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,5,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,5,solar_resource,renewable_resource,solar_resource,96.403,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,5,waste_heat,recoverable_energy,heat,372.727,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,5,temperature,environment,temperature,26.735,C,,generated from raw weather_data monthly-hourly average
M07,7,6,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,6,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,6,solar_resource,renewable_resource,solar_resource,104.419,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,6,waste_heat,recoverable_energy,heat,390.909,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,6,temperature,environment,temperature,26.713,C,,generated from raw weather_data monthly-hourly average
M07,7,7,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,7,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,7,solar_resource,renewable_resource,solar_resource,151.855,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,7,waste_heat,recoverable_energy,heat,409.091,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,7,temperature,environment,temperature,27.875,C,,generated from raw weather_data monthly-hourly average
M07,7,8,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,8,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,8,solar_resource,renewable_resource,solar_resource,277.371,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,8,waste_heat,recoverable_energy,heat,427.273,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,8,temperature,environment,temperature,29.045,C,,generated from raw weather_data monthly-hourly average
M07,7,9,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,9,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,9,solar_resource,renewable_resource,solar_resource,349.081,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,9,waste_heat,recoverable_energy,heat,445.455,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,9,temperature,environment,temperature,30.08,C,,generated from raw weather_data monthly-hourly average
M07,7,10,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,10,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,10,solar_resource,renewable_resource,solar_resource,435.903,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,10,waste_heat,recoverable_energy,heat,463.636,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,10,temperature,environment,temperature,31.378,C,,generated from raw weather_data monthly-hourly average
M07,7,11,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,11,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,11,solar_resource,renewable_resource,solar_resource,462.855,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,11,waste_heat,recoverable_energy,heat,481.818,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,11,temperature,environment,temperature,32.227,C,,generated from raw weather_data monthly-hourly average
M07,7,12,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,12,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,12,solar_resource,renewable_resource,solar_resource,474.694,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,12,waste_heat,recoverable_energy,heat,500,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,12,temperature,environment,temperature,32.801,C,,generated from raw weather_data monthly-hourly average
M07,7,13,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,13,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,13,solar_resource,renewable_resource,solar_resource,491.613,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,13,waste_heat,recoverable_energy,heat,484.615,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,13,temperature,environment,temperature,33.214,C,,generated from raw weather_data monthly-hourly average
M07,7,14,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,14,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,14,solar_resource,renewable_resource,solar_resource,499.29,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,14,waste_heat,recoverable_energy,heat,469.231,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,14,temperature,environment,temperature,33.616,C,,generated from raw weather_data monthly-hourly average
M07,7,15,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,15,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,15,solar_resource,renewable_resource,solar_resource,492.242,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,15,waste_heat,recoverable_energy,heat,453.846,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,15,temperature,environment,temperature,33.956,C,,generated from raw weather_data monthly-hourly average
M07,7,16,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,16,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,16,solar_resource,renewable_resource,solar_resource,430.419,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,16,waste_heat,recoverable_energy,heat,438.462,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,16,temperature,environment,temperature,33.081,C,,generated from raw weather_data monthly-hourly average
M07,7,17,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,17,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,17,solar_resource,renewable_resource,solar_resource,369.306,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,17,waste_heat,recoverable_energy,heat,423.077,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,17,temperature,environment,temperature,32.587,C,,generated from raw weather_data monthly-hourly average
M07,7,18,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,18,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,18,solar_resource,renewable_resource,solar_resource,259.597,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,18,waste_heat,recoverable_energy,heat,407.692,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,18,temperature,environment,temperature,31.815,C,,generated from raw weather_data monthly-hourly average
M07,7,19,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M07,7,19,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M07,7,19,solar_resource,renewable_resource,solar_resource,174.71,W/m2,,generated from raw weather_data monthly-hourly average
M07,7,19,waste_heat,recoverable_energy,heat,392.308,kW,,synthesized by seasonal/hourly interpolation from template anchors
M07,7,19,temperature,environment,temperature,30.923,C,,generated from raw weather_data monthly-hourly average
M07,7,20,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
